131	144	104	11	13
133	139	40	63	74
65	112	33	98	18
49	25	71	111	30
133	81	50	6	141
59	106	69	38	5
28	32	41	76	132
112	104	1	35	9
150	67	9	84	91
140	91	28	87	67
52	143	73	137	94
101	105	100	91	44
39	147	129	25	46
69	107	107	93	62
84	75	84	11	78
44	13	29	135	21
26	11	149	97	104
40	4	58	60	73
80	2	54	40	112
1	29	142	53	40
102	125	131	95	129
73	93	120	13	121
5	146	20	102	39
97	13	88	42	71
125	58	136	27	20
114	50	134	99	55
137	86	90	61	115
75	64	9	117	9
60	108	47	24	94
34	74	83	12	60
66	133	72	21	94
142	75	53	128	137
34	1	133	25	14
148	92	95	55	96
79	4	53	96	18
89	132	73	91	110
61	24	78	109	128
18	81	131	98	85
64	66	91	71	45
85	107	101	110	108
131	85	141	62	75
11	102	55	25	13
42	32	60	78	53
65	102	28	64	36
53	6	68	29	70
55	101	105	59	109
51	55	142	92	82
75	102	78	1	68
106	110	9	36	126
75	76	45	32	84
45	32	17	136	34
62	93	142	132	88
64	117	95	20	122
3	43	141	93	139
34	106	80	27	31
114	15	100	105	45
102	69	57	125	22
124	133	101	7	24
31	8	72	125	25
8	91	149	30	23
105	15	69	10	76
123	25	40	101	90
96	143	138	55	125
132	138	111	24	12
82	47	68	150	127
61	111	149	51	91
93	109	64	17	84
60	102	11	62	138
9	70	132	102	132
32	130	148	7	13
112	14	7	28	142
123	123	78	147	87
14	98	99	108	138
65	83	47	126	92
113	58	40	52	127
80	42	26	133	109
51	22	81	11	127
7	55	46	128	84
41	25	79	24	90
75	41	8	31	144
11	137	117	110	59
31	78	107	87	95
60	80	12	51	150
139	135	63	27	44
93	69	7	91	116
107	15	5	104	55
56	21	91	11	68
83	146	21	73	121
33	71	108	113	95
68	65	25	140	132
13	99	64	87	135
43	19	114	64	147
77	85	11	7	33
28	49	8	7	2
84	130	69	80	138
147	68	131	25	41
63	96	15	93	115
75	138	64	68	143
144	7	56	106	3
74	150	9	87	95
7	127	75	75	141
30	89	11	4	144
32	41	50	112	144
