10	47	28	84	43
66	83	99	60	94
48	38	1	58	45
60	94	58	78	77
17	30	41	55	88
45	91	96	96	46
34	13	44	34	89
2	63	36	15	42
4	77	29	93	81
85	48	38	89	80
58	76	5	74	93
58	4	79	51	51
94	47	93	80	34
66	29	58	18	90
27	52	16	44	2
48	43	17	54	61
89	19	75	66	66
83	14	78	92	15
22	79	11	97	11
1	35	35	70	76
89	43	85	26	100
91	48	42	100	95
94	41	41	81	12
12	41	74	6	12
31	77	96	17	88
53	70	17	49	72
16	61	63	13	4
44	57	68	40	91
59	8	90	53	17
53	49	62	31	80
45	16	46	32	12
87	44	7	8	13
19	28	6	22	9
16	26	42	28	8
43	100	75	90	97
5	73	69	18	88
4	2	95	76	97
32	71	84	83	85
83	62	30	54	58
26	83	42	94	50
76	19	35	49	9
87	33	67	27	19
71	11	80	83	87
45	60	47	76	24
13	89	21	40	97
1	46	67	71	92
46	78	15	3	12
59	73	11	76	28
58	39	68	3	4
23	64	94	32	25
25	80	22	28	55
81	68	75	54	6
92	66	9	88	17
97	22	60	88	69
70	91	77	52	25
28	90	89	94	77
23	82	78	52	84
60	16	32	93	63
62	81	25	20	44
65	16	3	90	54
100	71	66	70	79
1	21	51	94	61
51	30	5	73	23
17	29	27	35	51
46	5	18	30	69
46	48	52	5	87
78	28	31	11	96
6	21	23	49	27
2	85	43	84	15
54	32	28	32	69
43	25	34	92	53
100	50	54	65	30
16	47	53	51	63
71	28	33	6	46
3	48	15	33	12
96	79	83	91	99
92	40	49	97	15
23	13	97	64	51
95	76	64	83	5
70	14	47	18	80
81	76	47	44	5
39	78	74	16	29
23	45	22	86	27
46	8	46	19	65
57	94	56	85	90
34	82	87	38	83
56	42	57	22	38
100	36	45	32	38
46	58	70	96	12
100	77	82	78	13
47	18	87	54	69
72	48	19	90	77
14	37	75	74	49
11	25	60	56	57
32	99	7	66	99
93	56	35	47	57
9	91	50	34	70
54	85	68	79	4
89	100	53	5	53
64	17	64	27	24
47	92	25	62	7
52	17	97	83	71
85	29	44	66	60
57	2	3	28	95
86	37	69	43	32
93	67	21	20	80
17	1	61	50	54
19	41	34	23	53
34	42	32	32	33
10	69	9	77	54
37	49	34	93	84
36	96	42	26	4
83	44	15	52	61
50	39	22	63	25
10	68	74	84	49
54	12	3	21	61
89	83	17	93	10
93	21	55	89	49
40	93	6	46	95
33	19	3	49	27
64	66	18	71	93
47	31	61	63	89
95	12	61	33	34
61	6	85	85	6
28	64	80	81	8
100	39	12	52	78
29	89	53	4	9
87	43	28	36	44
29	88	3	35	68
53	85	54	70	59
67	46	81	70	84
36	33	33	12	56
26	2	2	11	88
57	19	41	84	6
34	79	95	5	87
87	68	59	83	54
45	85	78	77	6
86	1	33	64	8
100	24	7	47	11
37	58	78	63	29
98	68	26	64	40
59	58	66	96	57
6	9	45	55	97
94	96	98	44	73
76	85	77	23	76
22	65	71	34	93
90	67	33	83	71
55	21	44	91	84
85	25	8	99	4
56	28	65	50	78
69	54	41	64	82
72	23	34	58	26
29	77	25	64	72
90	66	83	73	94
55	37	16	90	53
60	72	50	51	32
50	1	95	22	62
29	68	53	44	62
8	98	18	44	60
91	29	9	9	39
53	17	88	18	33
77	62	92	70	33
24	54	72	28	90
86	72	27	15	70
41	9	60	71	76
25	70	57	86	83
66	97	51	98	63
92	83	89	47	76
95	41	11	1	60
71	64	68	29	58
69	67	10	40	67
83	36	64	27	35
30	90	67	66	91
75	10	25	75	41
11	17	56	88	72
72	78	28	13	27
17	52	20	59	38
5	31	20	38	19
90	8	70	88	51
76	93	22	36	76
19	79	35	55	38
89	27	54	62	76
57	27	53	72	68
69	52	99	69	12
83	89	27	26	35
29	35	64	82	11
33	37	32	72	46
43	42	16	49	24
95	82	21	77	80
90	2	2	9	76
2	42	77	66	54
26	23	61	3	24
32	35	13	96	8
55	17	52	74	67
57	46	40	72	40
33	30	54	81	48
99	53	21	87	1
25	63	9	73	49
3	80	15	46	48
86	14	34	65	51
49	17	6	31	96
69	87	84	86	89
75	46	2	86	61
78	48	20	26	80
50	78	34	39	62
89	16	57	54	43
63	19	50	93	95
7	69	16	60	68
12	21	91	4	90
2	51	42	2	8
42	73	33	83	77
83	77	34	69	59
56	65	69	77	92
74	23	75	50	69
88	92	45	49	95
67	81	4	56	48
11	15	87	48	33
57	7	85	17	24
13	83	56	25	90
85	29	13	24	94
13	86	37	35	21
37	67	55	49	19
69	86	90	4	25
43	93	65	56	40
50	54	8	27	32
85	42	98	56	75
79	64	29	99	67
31	42	21	30	27
45	7	15	54	79
15	43	10	71	41
80	95	94	99	3
73	58	82	1	28
75	55	18	56	61
51	43	45	76	67
92	24	60	24	98
92	36	9	15	72
52	95	3	100	28
58	36	67	42	8
57	79	13	21	68
67	83	23	35	79
66	83	47	55	90
64	65	45	97	38
66	46	65	99	89
82	33	2	3	12
10	24	38	60	51
96	40	59	23	11
10	65	35	22	53
13	50	57	67	52
78	37	84	97	74
85	44	75	54	33
70	3	59	99	91
91	15	65	29	2
27	69	91	30	25
51	37	63	83	37
10	58	98	76	73
41	97	28	36	31
22	9	74	96	60
49	43	61	84	21
29	48	73	40	34
49	87	69	33	91
7	4	16	17	68
18	1	61	58	8
63	58	57	23	82
91	78	44	80	35
13	99	70	73	41
65	32	44	8	59
3	71	38	15	77
73	74	77	37	27
49	73	64	67	3
35	29	20	13	84
40	99	50	69	10
29	38	64	56	52
96	89	44	53	72
70	43	72	32	60
38	3	81	76	85
68	74	96	51	74
80	77	31	65	90
49	7	82	74	4
60	19	54	29	45
25	14	59	32	1
77	85	87	10	17
26	95	18	76	83
72	36	60	18	59
24	75	11	87	22
48	88	80	66	64
32	79	15	43	67
51	8	96	42	65
4	80	93	51	46
90	66	55	28	41
93	5	84	79	53
29	34	2	2	58
93	37	72	5	32
20	31	8	39	55
80	84	15	44	37
94	4	98	43	84
44	69	91	88	53
91	5	20	92	48
57	88	49	20	10
35	35	4	14	61
3	84	72	3	68
77	54	5	66	50
93	91	31	56	37
20	33	34	47	47
26	80	6	18	99
8	17	87	47	73
63	48	48	26	82
15	39	63	84	85
65	81	89	98	66
37	75	52	95	9
5	92	54	49	70
92	7	26	4	54
88	7	42	29	55
5	64	14	59	57
94	14	15	96	59
90	53	26	100	49
8	18	32	38	66
57	29	15	80	79
31	80	15	50	58
12	19	43	40	82
66	91	95	72	73
44	47	45	96	93
75	74	86	66	46
44	26	75	99	17
54	24	56	44	31
41	78	72	67	7
92	14	9	55	82
33	77	79	39	8
54	82	79	20	41
46	21	2	77	15
81	22	50	93	44
91	13	90	68	24
98	90	61	1	67
21	40	4	52	94
11	45	3	37	100
25	41	49	34	10
32	23	57	80	53
60	31	85	82	43
80	41	29	63	10
6	35	10	17	75
28	55	62	14	13
29	37	62	32	9
15	11	30	52	97
64	27	12	47	87
39	89	49	68	2
63	43	69	55	13
31	52	21	65	100
8	68	47	35	18
24	78	31	26	21
41	90	67	54	11
31	68	34	69	71
39	54	89	67	4
68	12	1	41	5
75	69	67	99	39
100	23	13	65	61
10	57	65	87	93
29	4	74	27	86
64	65	64	91	14
73	82	31	56	90
83	84	61	66	34
57	8	33	24	8
21	37	8	87	44
95	31	12	16	63
12	3	59	81	66
29	61	9	30	33
84	99	65	90	77
63	69	57	94	48
1	54	26	61	60
29	21	83	43	97
91	3	90	6	65
30	84	96	13	95
2	83	51	43	67
83	62	93	95	87
55	22	79	93	47
47	37	1	6	85
33	42	5	83	55
69	35	7	14	54
88	32	66	22	22
19	82	57	23	10
22	6	1	88	55
23	19	50	84	1
40	67	92	52	22
59	34	92	41	25
19	70	1	50	13
23	37	9	80	33
27	82	5	13	91
82	70	49	69	40
8	2	10	15	61
66	13	13	32	7
7	35	93	5	37
74	62	70	90	80
58	3	96	56	61
88	42	90	74	84
57	35	80	89	33
15	64	34	30	52
10	72	33	64	59
56	1	10	23	84
2	78	76	96	37
62	66	40	28	26
75	6	3	28	58
10	42	18	97	94
17	27	24	16	27
36	65	28	60	51
3	44	42	41	30
81	7	51	43	38
80	53	35	36	33
84	15	31	98	18
54	65	100	98	39
93	82	54	42	69
3	6	53	41	83
88	18	9	32	72
53	87	90	63	43
96	4	95	56	22
99	24	36	58	44
80	60	26	79	62
24	52	78	40	96
56	75	68	95	43
74	71	65	79	11
81	35	56	3	6
28	17	13	32	49
78	14	46	7	82
13	38	2	2	60
27	45	85	12	45
13	43	89	17	76
91	8	32	77	71
70	20	54	15	12
31	19	95	48	50
75	11	20	74	21
82	36	6	24	14
76	39	52	86	32
40	86	79	29	81
54	28	23	48	74
26	93	9	20	22
70	58	50	30	100
89	32	77	46	12
55	81	62	81	51
49	71	40	28	13
67	49	95	83	7
65	43	17	57	72
5	57	90	78	36
18	31	87	43	37
62	32	71	32	57
2	28	63	10	78
90	87	89	62	2
69	85	92	76	44
56	58	87	81	97
74	68	10	44	10
18	3	11	65	30
18	33	70	30	2
59	95	99	54	65
78	89	27	61	6
84	58	83	62	88
73	27	36	72	69
77	22	87	93	26
94	63	57	79	81
34	79	48	84	18
71	11	37	63	30
77	55	86	84	51
27	71	29	49	48
29	78	10	48	48
47	17	46	68	74
17	30	30	94	41
49	52	76	81	93
98	52	90	21	79
36	35	25	51	55
72	41	74	27	94
29	83	71	1	43
61	57	20	68	36
53	52	21	80	20
67	26	60	34	80
21	44	58	11	54
18	57	70	94	73
90	51	32	23	94
65	89	24	34	63
57	73	77	66	42
99	43	11	25	26
31	51	66	52	17
2	70	37	18	64
58	65	5	3	73
96	8	45	91	41
34	62	4	46	99
89	49	88	82	13
65	57	28	74	7
64	43	26	44	78
58	27	86	51	25
23	74	72	79	42
57	29	30	85	9
48	33	50	77	81
14	58	21	75	90
32	39	79	49	59
53	38	5	87	97
73	16	17	3	68
85	33	99	79	40
100	23	38	63	70
85	15	9	86	38
74	15	93	90	37
23	14	62	80	34
42	83	44	88	94
58	7	14	3	37
70	91	96	9	4
97	12	58	28	13
10	56	73	72	87
77	37	98	6	99
46	8	82	7	86
27	27	82	9	51
67	58	15	91	76
59	22	66	5	81
97	67	60	13	43
55	46	16	19	36
82	19	82	71	85
32	75	49	69	21
32	4	8	3	47
10	16	61	78	57
26	30	3	99	10
76	79	3	65	74
32	39	46	50	88
90	55	9	85	43
22	55	58	21	49
87	24	62	72	18
35	5	71	26	49
14	12	3	76	53
65	21	55	90	35
50	93	63	33	72
4	90	87	29	74
6	74	9	19	5
5	69	69	89	71
50	73	22	26	31
37	96	74	78	79
38	9	91	42	8
93	80	26	17	87
5	59	93	56	11
60	5	46	65	56
85	80	21	17	100
74	96	38	86	18
98	17	45	64	31
90	83	13	16	93
68	25	26	96	45
33	43	65	41	45
29	2	57	16	65
81	42	95	90	97
65	57	94	93	24
94	57	100	91	21
73	74	85	34	76
62	47	82	57	4
73	67	25	28	52
15	17	30	86	46
17	45	30	70	85
84	6	55	43	97
35	48	27	95	87
59	39	75	90	15
66	1	73	22	57
74	48	2	31	39
35	74	41	45	74
62	90	85	22	35
57	74	42	90	87
17	15	79	84	60
65	93	16	8	8
77	19	65	21	36
49	46	10	71	72
21	37	54	1	2
65	41	6	51	54
48	51	38	60	55
13	41	58	68	46
52	48	79	63	3
72	43	54	54	4
59	77	33	73	47
95	33	64	84	48
58	21	58	57	91
73	25	4	69	58
75	50	39	81	30
38	65	1	88	89
100	48	60	43	48
7	59	34	89	11
58	82	76	48	45
80	66	28	10	62
4	18	24	66	78
46	86	87	6	50
4	50	38	38	14
57	3	52	91	44
18	1	86	88	89
80	78	68	72	98
90	92	54	56	48
66	17	82	78	36
49	65	79	40	22
54	77	52	24	66
100	69	80	32	73
95	69	92	11	70
98	91	7	64	52
91	59	10	79	66
48	74	95	14	99
68	75	23	77	76
48	95	58	82	68
36	30	87	62	51
75	47	22	18	60
38	81	66	67	30
77	74	100	23	28
49	58	58	23	62
20	56	28	96	57
27	5	39	43	28
51	82	77	36	22
53	53	9	85	70
66	54	26	91	76
18	75	45	71	29
79	38	29	92	65
90	52	12	5	74
54	74	4	40	16
44	19	22	94	41
88	8	12	40	45
10	44	9	42	90
38	26	91	6	84
52	70	84	47	88
64	16	68	82	47
70	21	59	31	13
29	72	38	14	47
25	37	5	85	3
97	83	20	6	81
29	44	13	12	42
23	8	19	70	88
84	92	29	12	68
100	70	57	87	73
4	84	100	49	26
10	31	72	66	53
95	43	32	45	12
96	82	70	33	81
62	55	43	84	6
23	60	41	13	98
32	43	24	54	14
5	41	30	30	92
32	14	68	81	57
43	45	5	75	89
21	48	49	7	95
38	44	68	22	7
2	51	52	1	40
99	79	75	82	52
89	89	20	91	1
60	50	92	70	40
79	28	89	54	54
84	37	45	28	46
32	79	44	39	98
68	41	31	53	63
97	99	3	43	73
91	75	29	45	25
49	91	88	86	48
4	6	88	4	5
99	94	14	37	82
45	15	61	10	43
95	22	98	58	100
40	59	90	2	29
48	46	50	38	20
31	87	40	36	11
44	4	64	93	20
68	57	68	39	64
32	90	40	56	22
56	25	90	68	10
11	23	10	42	48
16	3	99	84	55
59	48	1	16	85
83	61	63	38	23
78	77	24	37	20
45	2	31	69	76
96	49	66	100	46
1	83	62	29	64
17	58	84	86	93
94	41	4	70	2
44	11	34	89	100
71	90	59	3	31
63	31	83	70	19
37	16	56	27	91
94	74	97	87	33
91	4	27	26	31
72	50	100	39	41
26	60	63	55	40
88	33	54	93	47
91	95	17	16	18
93	52	29	100	5
40	29	12	5	13
67	92	1	94	5
70	28	53	60	71
21	40	19	73	79
15	23	68	60	96
9	35	44	46	20
26	36	53	22	11
67	58	25	37	69
19	1	47	40	18
87	52	53	37	53
97	22	10	61	10
85	50	27	17	56
25	93	96	47	89
98	50	80	23	3
16	10	21	17	65
27	70	43	54	42
84	93	100	25	27
20	20	91	57	43
95	49	92	18	39
25	75	49	30	69
69	6	44	10	7
28	11	98	12	4
68	73	71	91	80
5	22	48	97	22
85	99	45	43	25
7	40	98	91	8
98	31	2	14	98
33	26	32	48	53
9	67	39	25	100
81	62	39	31	49
22	86	38	50	41
85	81	20	74	14
36	9	92	90	29
29	70	35	8	30
46	23	92	88	86
55	11	77	23	8
24	88	6	87	85
71	15	3	97	95
16	59	71	44	24
73	25	100	14	13
94	91	68	23	90
6	27	62	23	58
70	1	41	47	23
93	50	44	74	32
43	53	77	26	24
41	25	87	59	86
20	28	5	94	64
42	68	80	51	4
75	17	51	51	11
90	79	71	48	15
6	10	55	76	72
91	22	45	98	26
30	63	55	26	94
53	88	7	94	93
100	84	96	21	19
49	65	17	66	63
83	98	93	21	89
68	10	14	46	99
98	58	96	87	99
81	24	18	29	7
97	56	30	37	1
46	22	43	43	96
72	79	57	92	9
28	4	53	4	55
46	5	68	73	45
72	99	71	49	28
72	84	73	40	84
45	65	69	7	7
71	51	5	69	50
64	100	26	57	80
3	5	64	80	3
48	62	2	89	74
6	8	23	79	84
21	89	87	27	46
60	71	100	69	9
73	40	75	66	24
78	99	11	27	22
23	83	68	90	5
98	55	7	1	46
63	30	70	6	52
75	73	23	82	20
2	19	52	1	69
77	95	79	56	49
10	84	43	59	36
7	38	64	41	1
14	45	75	73	95
22	59	89	1	25
66	56	75	96	45
44	36	12	75	48
7	74	89	77	2
62	91	24	24	36
98	95	20	86	8
67	93	69	70	21
84	14	75	55	1
39	75	61	35	100
90	2	8	69	70
57	98	66	92	26
38	75	28	8	78
70	30	21	40	50
92	50	18	3	64
15	56	87	13	5
7	45	11	83	3
63	54	17	22	72
55	39	38	81	47
